message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,equipment_health.operating_state,equipment_health.bearing_temp_c,equipment_health.vibration_m_s2,equipment_health.hydraulic_pressure_psi,equipment_health.health_index,operating.engine_hours,diagnostics.battery_voltage,diagnostics.fault_codes
f506f5b1-9030-460f-9e26-363622e1403b,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-020,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.0,3.78,2991.6,1.0,21835.85,24.6,[]
ea71f48a-3a3e-4e10-becc-307794888b5c,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-001,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,73.1,3.95,3078.6,1.0,21531.71,23.9,[]
e1ce5973-0da8-4bda-bc35-0a02fec96292,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-002,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,71.0,4.01,3047.6,1.0,7608.76,24.1,[]
b133a9f3-f4f1-4dce-a431-f3e6b8c3cbf2,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-003,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,72.8,3.57,2952.1,1.0,20160.47,24.8,[]
a50dbffe-7243-4c01-8a90-d79c048421a8,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-004,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,73.7,3.88,3073.5,1.0,4749.81,24.0,[]
4640d5b5-f8fd-457a-af05-d84bf60fc16d,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-005,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.1,4.42,2928.6,1.0,6832.71,24.6,[]
810a398f-0b07-4c8e-b25d-506e1e9c328e,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-006,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,72.5,3.84,3001.4,1.0,17946.86,24.6,[]
2e2679f7-cd37-4fce-94d5-c9fe82e47b2b,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-007,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,76.2,3.86,3061.2,1.0,12836.96,23.9,[]
69cb6baa-6a66-454e-8eba-452aa696daef,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-008,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,73.8,4.33,3102.5,1.0,9297.67,24.9,[]
5e6e455e-24cb-40df-b24e-01def3cb1077,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-009,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,70.9,4.18,3011.8,1.0,16779.64,24.1,[]
f7234df5-9bd7-4fc2-93e9-7decc186e2c9,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-010,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.9,4.25,3129.6,1.0,14957.07,25.1,[]
603de61e-df3a-45a8-b574-8b52994141c8,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-011,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,77.9,4.14,3052.9,1.0,14340.68,24.5,[]
1de3cb88-8905-4aff-a451-d131a411509f,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-012,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,68.6,4.49,3142.0,1.0,9615.93,23.8,[]
c7eec455-09f1-4076-b6fb-bf60de3d4dfa,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-013,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,69.1,3.81,2907.8,1.0,11940.74,24.4,[]
b7470823-62a2-40a4-a13d-2e566db8e266,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-014,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.1,3.95,3008.8,1.0,12941.28,24.1,[]
31b55cda-87d3-4b74-8d61-551a2254bbc4,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-015,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,73.6,4.43,2990.1,1.0,19856.46,24.4,[]
c9934c9e-03eb-42f9-8a09-d8c67957ecea,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-016,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,69.3,3.51,3062.1,1.0,16133.54,24.0,[]
c1f3fc3b-66ef-4996-9297-204930c14e91,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-017,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,77.7,3.65,2934.3,1.0,12272.67,24.9,[]
76b1e046-6b0b-4d32-860d-669ad566d9ed,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-018,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.0,4.52,3055.8,1.0,17035.55,24.4,[]
5caa5c91-1d13-4341-9941-50848203c45f,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-019,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,71.8,3.75,3006.2,1.0,8763.69,23.8,[]
a987e33d-9dce-421c-b514-c21b1b229d78,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-020,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.1,3.8,3131.6,1.0,9132.84,24.6,[]
f7963414-6b34-4769-a33f-2a52d1295bed,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-001,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,71.8,3.51,3059.7,1.0,10268.56,24.2,[]
88921434-8d80-4b99-9e99-be534563088a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-002,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,73.7,4.51,2949.8,1.0,10090.27,25.0,[]
bddf5420-7d59-4fb7-b287-e5b7d524abbd,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-003,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,76.2,3.83,3046.3,1.0,17521.08,24.5,[]
cd98ef21-fd16-4603-8224-3ab60f118bb8,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-004,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.9,3.67,2975.0,1.0,7556.8,24.7,[]
f705d507-5207-4c66-a5b1-c7152af33323,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-005,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,74.7,3.82,2944.8,1.0,7964.55,25.1,[]
eb6902ae-b362-4c92-9751-8419a9eee4b2,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-006,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.6,4.04,3142.7,1.0,4130.6,24.6,[]
6a64a55b-9325-4c6e-b932-b722f5919661,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-007,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,72.4,3.78,3071.5,1.0,14804.68,25.2,[]
c8463352-7319-4328-8375-6202616aa9ab,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-008,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.3,3.52,2964.9,1.0,9865.25,24.6,[]
27d45cd0-a902-4aa6-909a-fb514fceb861,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-009,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,74.9,3.89,2913.2,1.0,21513.62,24.3,[]
f160436e-88c5-40d6-a78a-680cd5a248ec,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-010,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,68.5,3.82,3059.7,1.0,9015.58,23.9,[]
a996a648-2ea3-4bfc-9277-65857ae92a6f,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-011,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.6,4.16,2941.8,1.0,12762.03,24.3,[]
1f258f98-16da-4f18-8b5b-28d96c519a32,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-012,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,76.0,3.8,3074.5,1.0,5623.27,24.3,[]
d9d5368d-491e-4005-a7e4-ad277bd0eb78,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-013,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,69.4,3.65,2970.4,1.0,19491.06,24.9,[]
1e0d0119-791d-4268-adb4-91cb4c5b6a1f,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-014,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,69.6,3.74,3025.8,1.0,15163.74,25.0,[]
8254badc-19ad-4edf-b51a-a1a066f930ad,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-015,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,74.9,4.55,3111.5,1.0,3475.14,24.8,[]
01fe97aa-87cf-45fd-8282-04cf3dcece51,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-016,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,72.2,4.51,2929.1,1.0,7578.69,24.0,[]
1e0fc071-4b67-478f-bea0-f410abe5e550,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-017,fixed_crusher,2026-09-01T16:18:01.854Z,1,faulted,107.9,8.81,3010.5,0.58,10512.93,25.2,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
dc664227-7e2d-4deb-9246-f08b3c7c25a9,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-018,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.4,3.63,2932.2,1.0,12811.79,24.8,[]
b4dd08cc-8d65-44fe-a5e8-5534756f1125,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-019,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,70.1,4.58,3006.2,1.0,19458.88,24.9,[]
b6f7cfe1-1971-4127-9ae4-10760ace177d,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-020,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,72.8,3.97,2949.1,1.0,3849.68,23.8,[]
8d93772d-1f1c-4e4d-bbfa-b43bdfaf5f47,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-021,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,72.7,4.5,2910.8,1.0,20321.7,24.2,[]
a48e75c7-0db6-49c3-87b6-e1851c2dde7a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-022,fixed_crusher,2026-09-01T16:18:01.854Z,1,faulted,98.4,9.18,3046.9,0.58,21416.93,23.8,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
5e8be4f6-999e-4c1d-8f8b-210d77ba4ed5,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-023,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,70.8,4.14,2988.1,1.0,4784.24,25.0,[]
f962ab3c-dd61-498e-989a-85bb9c00263a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-024,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,73.0,3.58,3104.9,1.0,17579.6,24.9,[]
3c913acc-f486-4e23-826a-17a61e5e6bf8,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-025,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,77.6,3.69,3088.5,1.0,4886.59,23.8,[]
88d34f40-540f-436c-9dd6-09ae9a4ca605,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-026,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,77.2,4.44,3018.7,1.0,8609.06,24.8,[]
b440ded0-244a-454d-b9e2-9e1afcaefe40,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-027,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,69.1,4.42,3145.3,1.0,4564.78,24.4,[]
0d55d6d0-34b2-4636-918f-750816ca3e6a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-028,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.6,3.85,3016.5,1.0,6843.47,24.5,[]
32991023-2cdf-4537-bbf5-8ac59049bf9a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-029,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,70.9,4.29,2920.6,1.0,6504.57,24.5,[]
582fb04b-0f3b-4766-a353-ccc5aab599b8,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-030,fixed_crusher,2026-09-01T16:18:01.854Z,1,running,75.4,4.26,3110.3,1.0,13544.21,24.1,[]
c9ca3783-899f-458e-8e9b-7c575c0c8909,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-001,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.3,4.04,3143.3,1.0,16458.42,25.0,[]
287fc39c-bc06-4e62-b8c0-1cde997a9c15,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-002,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,75.1,3.64,3076.1,1.0,5622.65,25.0,[]
ca0b0a84-91e5-451b-969f-8617aeabe792,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-003,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.7,4.32,3136.0,1.0,14322.84,24.3,[]
5d21a1f0-36c7-4329-bfee-5954778a0401,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-004,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.1,3.63,3042.9,0.999,6152.54,23.9,[]
8d451a07-35b3-4f03-897b-c9f5a71c0868,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-005,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.9,3.83,3021.5,1.0,3962.99,24.9,[]
6fd8e83d-6bc6-43a3-8446-a116ed8b8115,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-006,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,68.5,4.48,3122.3,1.0,17244.71,24.1,[]
782dda3b-185f-4c4c-bec1-735524919746,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-007,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.2,3.88,3117.6,1.0,13724.18,24.4,[]
9f5731c9-3eeb-45fc-b4e3-f1beb12e1df7,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-008,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.0,4.36,3018.8,1.0,12502.24,24.8,[]
26eea73f-1294-4bd6-bc7d-d56497574183,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-009,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,73.0,4.01,3012.5,0.999,15703.34,24.4,[]
2dba52e9-bf01-4aa0-95a3-b75c001eeb5f,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-010,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,76.0,4.23,3002.4,1.0,9812.95,24.1,[]
43d1a87e-a212-45a7-8ce5-32e4d499946d,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-011,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.6,4.48,3084.0,1.0,13414.94,24.7,[]
9ad9be3c-06d5-465e-8785-03342bdb0111,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-012,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,73.7,4.38,3076.8,0.999,11410.01,24.6,[]
646ccb2a-96b8-4462-80d3-32aaf34e4963,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-013,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.9,4.18,3044.2,1.0,5653.2,23.9,[]
563034e7-13fe-4125-ade5-a9bc64a03462,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-014,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.8,4.49,2930.1,1.0,1652.91,25.1,[]
c60ebd00-daaa-435d-8d06-17960b96c829,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-015,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,75.9,3.77,3076.4,1.0,21343.97,25.0,[]
5316694a-c024-409e-8383-2a865de81e97,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-016,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.1,3.94,2911.2,0.999,6910.22,25.0,[]
a159e868-8151-4c05-830a-775b22e939f5,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-017,fixed_crusher,2026-09-01T16:18:06.854Z,2,faulted,99.1,7.79,2979.3,0.58,19136.11,23.9,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
e0e6489e-e18e-45e9-bd3c-66d07ce9e0a7,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-018,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,70.6,3.6,2976.7,1.0,14058.67,24.4,[]
9894d523-4f54-4e92-8dc2-de95e3b11875,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-019,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.3,3.53,2914.6,1.0,1412.03,24.3,[]
e005bfd8-579c-4b04-97ab-8a17bb05c703,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-020,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.2,3.91,3106.9,1.0,21835.85,24.0,[]
65d955cf-da5b-46e3-b105-e914f8d8b0dc,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-001,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.0,4.55,3110.4,1.0,21531.71,23.8,[]
a6f27bbe-0367-47c6-bd6a-063acf4a2f9f,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-002,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.2,3.94,3046.5,1.0,7608.76,25.1,[]
234cfbc7-6fea-4177-b7ce-b2e9f613bfbc,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-003,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.2,4.41,2963.2,1.0,20160.47,24.2,[]
590a42cd-f068-43c2-8020-d8f75aeb13b5,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-004,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.8,3.84,3002.9,0.999,4749.81,25.0,[]
08f2da9d-6d2b-4a60-b3a3-9200d8ea8752,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-005,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.4,4.35,2986.1,1.0,6832.71,24.0,[]
9fb12f54-4bbf-4492-8c8b-f976ce0decfc,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-006,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.0,3.84,3146.8,1.0,17946.86,24.9,[]
d4d27ff9-55eb-4a2e-a93d-601c431f93f1,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-007,fixed_crusher,2026-09-01T16:18:06.854Z,2,faulted,104.8,7.93,3063.6,0.58,12836.96,24.3,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
0bef8e12-a9eb-418b-b593-6e3dfe96c5d9,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-008,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.8,4.54,3012.7,1.0,9297.67,24.9,[]
a12c6082-29a5-49cc-831d-0c6c2b5aa31e,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-009,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.8,4.34,2964.8,1.0,16779.64,25.1,[]
f1368c3b-91ce-40ab-8148-d9f614e1a4fc,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-010,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.2,4.46,2941.5,1.0,14957.07,24.2,[]
c22aba0c-83a2-4542-a6cb-23874f397d2a,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-011,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.4,4.14,3019.5,1.0,14340.68,24.7,[]
651278f0-511c-46b3-95ea-107a5b12cd19,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-012,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,75.5,3.51,3045.6,1.0,9615.93,25.2,[]
3724b417-a877-444a-8e40-1c0525df5607,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-013,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,68.1,4.16,3146.7,0.999,11940.74,24.9,[]
f49f5667-1c90-4a54-8a85-b395978a7ebc,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-014,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.4,3.97,2992.7,1.0,12941.28,25.0,[]
f740256b-7a97-4570-b1e5-b64498dd1d35,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-015,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.4,4.23,2994.6,1.0,19856.46,23.9,[]
2c29682d-cc62-4341-8a3f-a6d0b70b01cf,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-016,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.0,4.0,3074.6,1.0,16133.54,24.8,[]
435dc757-f0f0-4bfa-a3b6-066cf33b80dc,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-017,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.0,4.46,2969.9,1.0,12272.67,24.8,[]
feea0ce4-1c3b-4ee5-8d2b-1312e487b121,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-018,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.2,4.22,3018.8,1.0,17035.55,24.4,[]
9cc8a556-1135-4d50-9b64-2d25ff3c7246,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-019,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.6,4.39,2904.2,0.999,8763.69,24.3,[]
422b85ab-d2a7-418c-971b-8bf4b7554c3c,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-020,fixed_crusher,2026-09-01T16:18:06.854Z,2,faulted,100.8,9.03,3051.7,0.58,9132.85,23.9,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
