message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,location.lat,location.lon,location.heading,location.speed_kmh,location.zone,haul_cycle.cycle_id,haul_cycle.cycle_state,haul_cycle.payload_tonnes,haul_cycle.target_payload_tonnes,fuel.total_litres,fuel.level_pct,fuel.engine_on,fuel.idle_flag,operating.engine_hours,operating.odometer_km,operating.geofence_violation,operating.harsh_braking_flag,operating.speeding_flag,diagnostics.engine_temp_c,diagnostics.battery_voltage,diagnostics.fault_codes,diagnostics.health_index
22e6e5ff-3d86-49e3-bcec-3cde4a2cbe38,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-014,haul_truck,2026-09-01T16:18:01.854Z,1,-16.652552,-71.547938,187.9,1.2,Pit-A,cycle-acme-s01-truck-014-00001,loading,225.3,240.0,127403.1,69.9,True,True,15252.26,358291.31,False,False,False,92.5,24.3,[],1.0
8d290c7a-55c4-46de-9ac5-a666fc228bdc,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-015,haul_truck,2026-09-01T16:18:01.854Z,1,-16.570352,-71.482833,284.2,0.1,Pit-A,cycle-acme-s01-truck-015-00001,loading,218.8,240.0,233379.96,32.4,True,True,21404.03,500036.19,False,False,False,94.0,24.3,[],1.0
f06df778-03d5-487f-8235-dc66b0c82f17,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-016,haul_truck,2026-09-01T16:18:01.854Z,1,-16.585543,-71.617408,35.2,0.9,Pit-A,cycle-acme-s01-truck-016-00001,loading,225.1,240.0,247326.79,79.5,True,True,4040.19,500381.81,False,False,False,93.0,24.0,[],1.0
c54bf20b-2afd-4d1b-b654-74172091b76f,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-017,haul_truck,2026-09-01T16:18:01.854Z,1,-16.632088,-71.578961,315.5,0.7,Pit-A,cycle-acme-s01-truck-017-00001,loading,226.3,240.0,443541.43,81.5,True,True,3171.6,248677.88,False,False,False,88.8,24.4,[],1.0
397ac873-ef68-41d8-a2fe-ce2b8d5b72f5,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-018,haul_truck,2026-09-01T16:18:01.854Z,1,-16.547866,-71.596957,42.4,0.3,Pit-A,cycle-acme-s01-truck-018-00001,loading,225.5,240.0,40453.53,78.2,True,True,2615.85,326173.99,False,False,False,91.8,23.8,[],1.0
cd203b1f-eb7d-4f92-bc25-0882b073484f,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-019,haul_truck,2026-09-01T16:18:01.854Z,1,-16.521774,-71.496658,55.7,1.0,Pit-A,cycle-acme-s01-truck-019-00001,loading,219.8,240.0,276901.34,92.5,True,True,4300.69,352434.49,False,False,False,89.6,24.7,[],1.0
ce9ce392-7590-4240-939b-c3d418c1d367,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-020,haul_truck,2026-09-01T16:18:01.854Z,1,-16.598162,-71.577835,99.2,0.4,Pit-A,cycle-acme-s01-truck-020-00001,loading,221.1,240.0,174305.04,88.0,True,True,9258.64,443162.79,False,False,False,89.7,24.8,[],1.0
9effe16f-6a05-41a3-9061-11c4bb04f1b0,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-021,haul_truck,2026-09-01T16:18:01.854Z,1,-16.569424,-71.580869,133.2,1.1,Pit-A,cycle-acme-s01-truck-021-00001,loading,225.4,240.0,106895.67,30.0,True,True,13272.15,164972.28,False,False,False,90.8,24.6,[],1.0
27ee5a01-8322-484f-ac79-f3b5df8f8a94,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-022,haul_truck,2026-09-01T16:18:01.854Z,1,-16.64923,-71.467818,264.8,0.4,Pit-A,cycle-acme-s01-truck-022-00001,loading,220.1,240.0,304350.24,40.0,True,True,2302.18,169942.92,False,False,False,93.1,25.0,[],1.0
3fd9273b-0962-434b-a8fd-907cb7ffc8f0,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-023,haul_truck,2026-09-01T16:18:01.854Z,1,-16.564963,-71.560812,58.2,1.0,Pit-A,cycle-acme-s01-truck-023-00001,loading,221.4,240.0,189106.4,31.6,True,True,5951.54,317972.96,False,False,False,93.0,24.1,[],1.0
fa189fe7-9dfc-46e6-bc5c-9f179863bc0d,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-024,haul_truck,2026-09-01T16:18:01.854Z,1,-16.616112,-71.479632,254.4,0.6,Pit-A,cycle-acme-s01-truck-024-00001,loading,222.6,240.0,53303.88,53.2,True,True,15075.33,640024.08,False,False,False,93.0,24.0,[],1.0
1f87c407-0691-4e82-b0b2-229f1fa1df3c,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-025,haul_truck,2026-09-01T16:18:01.854Z,1,-16.530482,-71.605438,156.7,1.4,Pit-A,cycle-acme-s01-truck-025-00001,loading,217.1,240.0,90734.76,57.4,True,True,12169.26,108314.85,False,False,False,114.3,23.9,"[""ENG_OVERHEAT""]",0.72
a49129a2-e0d2-4d12-a6b3-a649f66c1eeb,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-026,haul_truck,2026-09-01T16:18:01.854Z,1,-16.655478,-71.49693,354.3,0.3,Pit-A,cycle-acme-s01-truck-026-00001,loading,216.5,240.0,247858.71,26.0,True,True,2875.67,430851.28,False,False,False,89.8,24.7,[],1.0
c2a8eb12-a031-401e-9a17-e63c2738c0ae,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-027,haul_truck,2026-09-01T16:18:01.854Z,1,-16.609764,-71.459851,295.2,0.8,Pit-A,cycle-acme-s01-truck-027-00001,loading,223.2,240.0,186457.75,29.1,True,True,11095.59,154660.8,False,False,False,95.5,24.7,[],1.0
bb7908c2-1e46-4745-9d9b-59d7e6d9d446,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-028,haul_truck,2026-09-01T16:18:01.854Z,1,-16.564501,-71.539633,102.9,0.7,Pit-A,cycle-acme-s01-truck-028-00001,loading,223.9,240.0,331422.36,79.8,True,True,6847.29,458852.65,False,False,False,94.0,23.8,[],1.0
96d7bbb9-60c9-4c10-b15a-6c5d4bfecc2a,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-029,haul_truck,2026-09-01T16:18:01.854Z,1,-16.661254,-71.524032,13.0,0.9,Pit-A,cycle-acme-s01-truck-029-00001,loading,218.8,240.0,248565.91,77.4,True,True,21336.64,384883.58,False,False,False,87.7,24.1,[],1.0
fd2d3626-8c93-42c2-bfb4-b287824e76e6,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-030,haul_truck,2026-09-01T16:18:01.854Z,1,-16.575194,-71.509466,127.1,0.0,Pit-A,cycle-acme-s01-truck-030-00001,loading,228.0,240.0,45249.06,38.0,True,True,4137.58,625290.71,False,False,False,93.8,24.4,[],1.0
c78d3b55-11cb-482f-987e-d589a442271a,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-031,haul_truck,2026-09-01T16:18:01.854Z,1,-16.657283,-71.51232,32.5,0.9,Pit-A,cycle-acme-s01-truck-031-00001,loading,224.8,240.0,264724.4,27.8,True,True,20761.84,378895.51,False,False,False,86.7,24.2,[],1.0
0dc3785f-a6e0-4763-ab5c-5f06893f309b,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-032,haul_truck,2026-09-01T16:18:01.854Z,1,-16.607074,-71.51003,99.5,1.2,Pit-A,cycle-acme-s01-truck-032-00001,loading,220.2,240.0,325124.41,41.7,True,True,20615.77,148683.3,False,False,False,95.6,24.6,[],1.0
adf91516-8b76-4d6d-b6b9-30d370e0d8ee,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-033,haul_truck,2026-09-01T16:18:01.854Z,1,-16.580321,-71.601503,146.5,0.3,Pit-A,cycle-acme-s01-truck-033-00001,loading,222.9,240.0,14098.82,68.5,True,True,20495.19,609512.6,False,False,False,88.6,23.9,[],1.0
2847c2dc-6210-4b94-96b8-9195774e36a0,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-034,haul_truck,2026-09-01T16:18:01.854Z,1,-16.611276,-71.592261,344.3,0.1,Pit-A,cycle-acme-s01-truck-034-00001,loading,227.4,240.0,397580.26,86.5,True,True,6422.25,607953.41,False,False,False,94.0,25.0,[],1.0
a597ec90-2001-4411-8de4-81e7d7a46341,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-035,haul_truck,2026-09-01T16:18:01.854Z,1,-16.539663,-71.569599,202.7,1.2,Pit-A,cycle-acme-s01-truck-035-00001,loading,224.3,240.0,297749.6,25.5,True,True,13767.57,641956.83,False,False,False,95.7,24.9,[],1.0
cdab1c5a-dbf5-47ac-88a4-d376e87655d7,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-036,haul_truck,2026-09-01T16:18:01.854Z,1,-16.625319,-71.583799,211.2,1.1,Pit-A,cycle-acme-s01-truck-036-00001,loading,221.5,240.0,336663.36,35.9,True,True,6406.68,580519.01,False,False,False,90.6,23.8,[],1.0
46e8a799-07dc-410c-969e-cd1ceb0a3c26,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-037,haul_truck,2026-09-01T16:18:01.854Z,1,-16.568914,-71.484804,243.6,0.2,Pit-A,cycle-acme-s01-truck-037-00001,loading,223.6,240.0,409590.0,28.6,True,True,11514.67,178206.39,False,False,False,95.9,24.1,[],1.0
cb00c3b4-b994-43b1-bd8d-d896eb6f23a1,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-038,haul_truck,2026-09-01T16:18:01.854Z,1,-16.582131,-71.54907,299.5,0.5,Pit-A,cycle-acme-s01-truck-038-00001,loading,222.2,240.0,125260.33,76.9,True,True,17147.73,421381.43,False,False,False,86.1,24.1,[],1.0
8d7e633a-e434-4125-8b9d-dbd5f2f37e7d,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-039,haul_truck,2026-09-01T16:18:01.854Z,1,-16.611325,-71.529096,335.2,0.1,Pit-A,cycle-acme-s01-truck-039-00001,loading,225.9,240.0,75583.91,27.5,True,True,20835.08,455342.36,False,False,False,86.8,24.5,[],1.0
be58fc77-98d1-4ce6-9b06-2ac26d50b403,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-040,haul_truck,2026-09-01T16:18:01.854Z,1,-16.526572,-71.583888,245.9,0.5,Pit-A,cycle-acme-s01-truck-040-00001,loading,219.2,240.0,360293.83,85.2,True,True,7335.08,586358.34,False,False,False,95.5,25.1,[],1.0
b16d3b33-2b2f-46af-a1f9-18b386014229,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-041,haul_truck,2026-09-01T16:18:01.854Z,1,-16.550484,-71.469378,74.4,0.7,Pit-A,cycle-acme-s01-truck-041-00001,loading,224.8,240.0,394873.62,93.2,True,True,8297.99,372726.62,False,False,False,94.7,24.1,[],1.0
972520d6-8d99-4d67-ade7-ee5498c5bbe2,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-042,haul_truck,2026-09-01T16:18:01.854Z,1,-16.55255,-71.56435,331.2,0.4,Pit-A,cycle-acme-s01-truck-042-00001,loading,217.9,240.0,397823.15,26.7,True,True,21495.57,530786.18,False,False,False,87.1,24.7,[],1.0
06a41d24-e97c-49bf-9da2-2b14c597c044,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-043,haul_truck,2026-09-01T16:18:01.854Z,1,-16.533025,-71.581911,15.2,1.0,Pit-A,cycle-acme-s01-truck-043-00001,loading,225.2,240.0,57562.1,86.1,True,True,6456.28,516045.94,False,False,False,91.4,24.5,[],1.0
d7f6ffbc-db1c-4ab4-a078-c7625f60b357,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-044,haul_truck,2026-09-01T16:18:01.854Z,1,-16.564795,-71.553745,312.7,0.9,Pit-A,cycle-acme-s01-truck-044-00001,loading,227.8,240.0,393382.16,40.6,True,True,8212.76,536937.92,False,False,False,95.0,24.5,[],1.0
5ca41581-e1c3-4b3a-aea9-c92802e768de,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-045,haul_truck,2026-09-01T16:18:01.854Z,1,-16.513416,-71.531705,207.5,1.5,Pit-A,cycle-acme-s01-truck-045-00001,loading,219.4,240.0,292251.98,53.0,True,True,21298.05,195848.75,False,False,False,88.2,23.9,[],1.0
a5e36a9a-1bb6-4535-a6de-a37ccd5a1ed2,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-046,haul_truck,2026-09-01T16:18:01.854Z,1,-16.664279,-71.522049,141.7,1.2,Pit-A,cycle-acme-s01-truck-046-00001,loading,222.5,240.0,265459.5,93.8,True,True,19393.22,184565.58,False,False,False,91.0,24.8,[],1.0
4f0bfcb3-bcdf-417c-96a0-af2c9507ac7a,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-047,haul_truck,2026-09-01T16:18:01.854Z,1,-16.639987,-71.610398,248.0,0.3,Pit-A,cycle-acme-s01-truck-047-00001,loading,224.4,240.0,60884.16,88.0,True,True,10051.55,640068.59,False,False,False,90.6,23.8,[],1.0
ae917d6f-ef0c-4ba5-9111-cd56232d1ff1,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-048,haul_truck,2026-09-01T16:18:01.854Z,1,-16.563099,-71.559225,93.5,0.3,Pit-A,cycle-acme-s01-truck-048-00001,loading,219.9,240.0,326549.22,76.9,True,True,20422.19,359224.76,False,False,False,92.1,24.6,[],1.0
e04df203-c07a-462d-ac83-5c821ccdedcc,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-049,haul_truck,2026-09-01T16:18:01.854Z,1,-16.58926,-71.510797,179.5,0.4,Pit-A,cycle-acme-s01-truck-049-00001,loading,223.4,240.0,64835.16,88.0,True,True,14010.9,437934.11,False,False,False,89.7,24.1,[],1.0
8a7fbd13-2ec0-44f6-a7c2-01bc7d057ffe,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-050,haul_truck,2026-09-01T16:18:01.854Z,1,-16.550698,-71.589656,64.7,1.1,Pit-A,cycle-acme-s01-truck-050-00001,loading,226.3,240.0,302568.97,51.5,True,True,12553.55,140859.26,False,False,False,88.8,24.0,[],1.0
190cecc9-ae59-43ff-aad2-cc9a616c1cc4,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-051,haul_truck,2026-09-01T16:18:01.854Z,1,-16.577602,-71.512747,84.9,0.9,Pit-A,cycle-acme-s01-truck-051-00001,loading,217.2,240.0,136242.05,55.1,True,True,12416.27,20255.74,False,False,False,88.7,24.4,[],1.0
d36f9c04-2ea7-4c5b-9db4-8a9dac24e7b4,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-052,haul_truck,2026-09-01T16:18:01.854Z,1,-16.552646,-71.512084,290.0,0.6,Pit-A,cycle-acme-s01-truck-052-00001,loading,227.5,240.0,359243.6,92.2,True,True,15123.3,342039.62,False,False,False,87.5,24.0,[],1.0
ec350be3-69fc-4cb2-958b-47017b240899,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-053,haul_truck,2026-09-01T16:18:01.854Z,1,-16.54135,-71.593923,259.3,0.7,Pit-A,cycle-acme-s01-truck-053-00001,loading,226.2,240.0,113342.2,46.7,True,True,2779.81,619759.79,False,False,False,91.2,24.9,[],1.0
c1252d3a-25e1-4dac-aad5-a0e1dbe85b95,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-054,haul_truck,2026-09-01T16:18:01.854Z,1,-16.578293,-71.502565,248.5,0.5,Pit-A,cycle-acme-s01-truck-054-00001,loading,222.8,240.0,210383.13,87.0,True,True,13759.01,504148.28,False,False,False,90.0,23.9,[],1.0
3d2683e1-dcbe-4077-873b-1071da636f27,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-055,haul_truck,2026-09-01T16:18:01.854Z,1,-16.547193,-71.600446,120.4,1.2,Pit-A,cycle-acme-s01-truck-055-00001,loading,223.6,240.0,12439.74,77.6,True,True,5972.47,433316.55,False,False,False,90.5,24.3,[],1.0
46ddfd1d-62ad-46fe-a31f-708f05eab929,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-056,haul_truck,2026-09-01T16:18:01.854Z,1,-16.523605,-71.598083,43.6,0.8,Pit-A,cycle-acme-s01-truck-056-00001,loading,219.1,240.0,214401.97,64.0,True,True,17847.13,458424.42,False,False,False,86.2,25.0,[],1.0
7de30fe1-8123-407c-9ea4-b8fe7d4ba284,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-057,haul_truck,2026-09-01T16:18:01.854Z,1,-16.527772,-71.519476,62.8,1.4,Pit-A,cycle-acme-s01-truck-057-00001,loading,222.9,240.0,271999.04,91.5,True,True,14952.65,642372.25,False,False,False,92.5,24.9,[],1.0
f500d2b5-5a4d-44e8-9b58-6de28157805f,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-058,haul_truck,2026-09-01T16:18:01.854Z,1,-16.532561,-71.545489,320.2,0.5,Pit-A,cycle-acme-s01-truck-058-00001,loading,221.8,240.0,206202.01,36.1,True,True,9846.91,591318.48,False,False,False,93.4,24.3,[],1.0
586fd109-0ec7-4258-812c-2b73ceacf623,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-059,haul_truck,2026-09-01T16:18:01.854Z,1,-16.658003,-71.571783,290.7,0.4,Pit-A,cycle-acme-s01-truck-059-00001,loading,217.7,240.0,285769.33,44.2,True,True,17035.25,348418.88,False,False,False,87.7,24.3,[],1.0
84ae4d40-6707-47e3-a476-e6d67866d3e4,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-060,haul_truck,2026-09-01T16:18:01.854Z,1,-16.645951,-71.583268,58.3,0.9,Pit-A,cycle-acme-s01-truck-060-00001,loading,226.2,240.0,76365.51,51.8,True,True,19732.17,70763.93,False,False,False,86.7,24.1,[],1.0
61d986af-96fb-4cf4-9ffe-8c430a21bdc1,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-061,haul_truck,2026-09-01T16:18:01.854Z,1,-16.525626,-71.524047,97.6,0.5,Pit-A,cycle-acme-s01-truck-061-00001,loading,219.2,240.0,101007.15,54.4,True,True,12303.36,281937.77,False,False,False,92.4,24.4,[],1.0
ef75bd84-a0e6-407c-aaa1-4faffa6579b8,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-062,haul_truck,2026-09-01T16:18:01.854Z,1,-16.533848,-71.464951,149.0,1.3,Pit-A,cycle-acme-s01-truck-062-00001,loading,223.0,240.0,164773.89,77.7,True,True,8864.08,23714.53,False,False,False,95.7,24.1,[],1.0
48cf6fa4-eb73-4b2f-8eae-1f1c370000c5,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-063,haul_truck,2026-09-01T16:18:01.854Z,1,-16.592697,-71.555283,252.2,0.0,Pit-A,cycle-acme-s01-truck-063-00001,loading,223.9,240.0,224820.99,44.1,True,True,17757.21,585621.15,False,False,False,95.4,23.9,[],1.0
f6cf4b77-4387-45f7-90a5-54fd3c4fcec2,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-064,haul_truck,2026-09-01T16:18:01.854Z,1,-16.58494,-71.472391,197.4,0.3,Pit-A,cycle-acme-s01-truck-064-00001,loading,216.8,240.0,414598.33,93.6,True,True,16152.65,549518.57,False,False,False,94.8,23.8,[],1.0
35f4a93c-61bc-4d7e-9c5b-7f60cea34314,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-065,haul_truck,2026-09-01T16:18:01.854Z,1,-16.628775,-71.565124,55.9,0.6,Pit-A,cycle-acme-s01-truck-065-00001,loading,217.0,240.0,391414.62,37.7,True,True,2579.69,290026.05,False,False,False,88.6,24.7,[],1.0
aa90e5a8-cb06-445e-b886-8fb1ed3fb74f,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-066,haul_truck,2026-09-01T16:18:01.854Z,1,-16.630037,-71.604395,225.5,1.3,Pit-A,cycle-acme-s01-truck-066-00001,loading,219.0,240.0,340884.34,83.2,True,True,16938.07,258849.52,False,False,False,88.8,24.0,[],1.0
59ff5ca2-9baa-4349-846a-c16b23b930df,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-067,haul_truck,2026-09-01T16:18:01.854Z,1,-16.517234,-71.611059,171.4,1.3,Pit-A,cycle-acme-s01-truck-067-00001,loading,224.0,240.0,108657.77,29.8,True,True,1904.22,619709.41,False,False,False,108.9,25.2,"[""ENG_OVERHEAT""]",0.72
eecdd812-deb5-4736-8232-b5182ab1a032,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-068,haul_truck,2026-09-01T16:18:01.854Z,1,-16.563287,-71.527265,251.1,0.8,Pit-A,cycle-acme-s01-truck-068-00001,loading,221.3,240.0,77048.25,33.8,True,True,5026.45,32839.41,False,False,False,95.7,24.0,[],1.0
c7e96ab6-289c-4ca9-b132-6aa9fa93712b,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-069,haul_truck,2026-09-01T16:18:01.854Z,1,-16.652075,-71.486412,188.4,0.9,Pit-A,cycle-acme-s01-truck-069-00001,loading,223.6,240.0,277188.92,77.4,True,True,17058.24,125707.16,False,False,False,91.6,24.7,[],1.0
facb41f8-baa9-476d-9041-d77c090d990d,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-070,haul_truck,2026-09-01T16:18:01.854Z,1,-16.610351,-71.466865,159.0,0.5,Pit-A,cycle-acme-s01-truck-070-00001,loading,222.5,240.0,263350.58,88.6,True,True,13068.12,605198.92,False,False,False,94.0,24.3,[],1.0
c29a4fa2-7c93-449a-8c8c-df541d9ed0e3,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-071,haul_truck,2026-09-01T16:18:01.854Z,1,-16.534353,-71.521434,305.2,0.4,Pit-A,cycle-acme-s01-truck-071-00001,loading,216.0,240.0,54836.59,79.1,True,True,15441.03,415162.71,False,False,False,94.2,24.3,[],1.0
