message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,safety.event_type,safety.severity,safety.alert_flag,safety.geofence_violation,safety.speeding_flag,safety.harsh_braking_flag,safety.fatigue_risk_flag
499732d9-cef6-40c7-88ec-a6e2605ea230,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-010,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
909fdee6-d45c-4774-a24b-b8fd5daa522e,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-011,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
0e6c2f03-662c-4c58-b5c0-cd6dc3524e37,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-012,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
e9c199eb-6ee0-4f8d-b3ad-cb57e2241fa2,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-013,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
9bb6389e-147c-44b4-bf83-62df4869c4ad,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-014,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
4bfd65c4-86dc-4add-b4db-9a182e87799d,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-015,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
d3347d7c-7826-475d-98dd-b40a4380fbce,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-016,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
7f0bdf43-ffbd-4c1a-959a-dabed19577f7,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-017,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
7e6c0a40-6656-4cff-a154-ed1f14a18579,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-018,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
c6cf3abe-cad9-45b1-8c1f-a09eff78130e,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-019,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
7b960862-c17b-4e0f-b033-0d87826ffbb1,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-020,safety_gateway,2026-09-01T16:14:12.813Z,1,none,none,False,False,False,False,False
0cf6fdc1-07e4-43dc-8a42-fa216f0c15c8,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-001,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
d7b02a45-9563-437f-aec3-4a252be02640,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-002,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
2eb3d8f1-ef61-47c5-a1f4-9de2b31de9ad,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-003,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
e455b50c-f5b2-4951-8f14-87a4834135a8,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-004,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
f8a6a996-514d-4484-b6b5-26860da94d97,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-005,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
874a54d3-4267-4dd8-9613-290e4016d166,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-001,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
96ca6b82-8d82-4078-b6dc-e7f1eae85188,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-002,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
6b7d040b-96a5-499b-884d-2c1e46bda0e2,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-003,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
76debe4f-3c92-4785-85e7-74ee3082f8c1,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-004,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
59e5035e-ee9c-4c44-91ec-16786ab64255,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-005,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
6c0e28d4-5759-4f3e-b38b-1df8ed0b7dc4,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-001,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
ab0a6a82-5f81-4a09-bbaf-f9e012471193,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-002,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
0ddd8710-d36c-430f-ace4-0b4d9e6d2942,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-003,safety_gateway,2026-09-01T16:14:17.813Z,2,overspeed,critical,True,False,True,False,False
4a846b76-9bc8-47fa-b216-0ced14037b2c,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-004,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
8477b81d-d8be-4fc7-9491-bd1f5aea3680,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-005,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
d57e39d1-c698-4530-a897-6fdd845fb9fa,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-006,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
b7e0217c-3910-4ffc-a958-6d31d017db38,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-007,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
d291238c-2a88-4428-9643-7fe5ee506a6a,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-008,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
eb7ed3bc-3ac8-4631-8a9a-93d2d00165b9,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-009,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
82d552d3-e293-4775-a855-9f44d7a437cb,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-010,safety_gateway,2026-09-01T16:14:17.813Z,2,geofence_violation,high,True,True,False,False,False
42ce69eb-1ed1-45a3-9251-2cd4286624b8,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-011,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
d7fffa2c-38ad-4c4c-a933-25c241114a95,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-012,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
ee8b5de9-dd53-4a1a-8bba-bb29851f038c,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-013,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
765c049c-62d5-489b-917d-e96e860d195c,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-014,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
99f91e95-441e-410e-b80d-a3c32e407e5a,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-015,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
a4e8794e-2fb9-48dd-9398-a1f4cc9f25f4,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-016,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
55a3e28f-ebfc-4288-a145-9b6920ac8229,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-017,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
9733156a-1056-42f9-b9a0-e64a4195c30e,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-018,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
4c4da1f7-d106-4ecf-8d15-d1a8a640c202,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-019,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
34be426d-2251-480e-bb28-a3bbab067e80,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-020,safety_gateway,2026-09-01T16:14:17.813Z,2,none,none,False,False,False,False,False
0578198e-b1d8-4b34-ac11-f4b4b1adc89c,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-001,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
467297bf-ceb6-4dfd-a65b-c3669d965d46,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-002,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
049450f1-5ff1-44a8-a6c1-335d31b9be3e,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-003,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
56e60629-4ca8-49ca-a8cd-70775f9fff32,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-004,safety_gateway,2026-09-01T16:14:22.813Z,3,harsh_braking,high,True,False,False,True,False
383c366c-5c57-487b-a17b-56c5fba7b377,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-005,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
2a5a0abf-2318-4d6d-bdfc-e9aa7eaf8f3a,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-001,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
e3450933-e689-4f44-ab21-63e591b65e93,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-002,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
77d3ba6c-71ee-4386-b439-c908b7012967,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-003,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
b6c34ba6-cd59-4787-a305-d143e97c8224,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-004,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
61e6c4e1-3906-4ec0-af17-25c1b55330db,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-005,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
a9741a17-3430-40fc-8491-11f114aa8f26,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-001,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
82abc6df-0b66-4296-990a-22815fae5213,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-002,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
bfecb735-1f58-4284-8215-5a9862a390f3,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-003,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
9ce37dd7-59e0-4b32-ab83-c7209a60908e,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-004,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
b62ab8b6-5694-442a-91f7-609fbc64b486,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-005,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
3903ac7f-0af9-4dda-94d2-308379e80944,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-006,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
69918de4-8447-4d53-a88c-46f91ce23fa5,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-007,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
eb7a9ff3-9698-461b-b408-998f9ed24cdf,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-008,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
d50b1e66-585f-405e-a405-d06343101e6e,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-009,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
5501159d-6ae5-4eab-8c84-4b7dffcf3982,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-010,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
1f372fe5-e311-4c75-b451-a7f261c39156,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-011,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
3d2dea8c-053b-43bc-9608-31c816016918,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-012,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
fedb292c-2f79-4787-9585-5008e8a52fc7,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-013,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
3a60604d-bd45-446f-b65e-7c32cefa804b,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-014,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
cf10ae98-5432-488b-9b4b-929a05966214,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-015,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
f0338d8d-78b8-4344-ae90-c054578e26d6,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-016,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
90a217ec-2a2a-4b49-a978-35ea3843d0bd,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-017,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
699fe917-ae53-44cf-a00f-908f7212157b,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-018,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
af6afabe-59d2-439f-9445-7f25d9d83ea8,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-019,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
ad546022-1966-446d-b74f-44df24968233,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-020,safety_gateway,2026-09-01T16:14:22.813Z,3,none,none,False,False,False,False,False
0363bd99-be0d-412e-9e62-6c7f7c198bc3,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-001,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
29e65942-5eb6-4227-beb1-89b6ac30a8fa,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-002,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
b21e198c-9640-4a2e-9594-1c86dc419d89,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-003,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
65d3772c-1424-42f3-98a2-5ce6e8831582,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-004,safety_gateway,2026-09-01T16:14:27.813Z,4,fatigue_risk,medium,True,False,False,False,True
4c9cf4ee-421b-498b-b0cb-90fc51a5a53f,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-005,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
dafb7911-f1fc-40a5-a9cb-2be4ff7196b6,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-001,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
10fd84d5-4168-458c-8165-d3bb2f004434,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-002,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
29b5d126-d5b8-4df0-907d-d90080d50a9c,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-003,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
bf3133b7-3912-4872-a3ab-5f25767d4af5,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-004,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
76d668a5-ba68-4732-83d8-cb6e7ad9d52e,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-005,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
76c271a4-7d1f-49f5-9f62-bc446c59193b,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-001,safety_gateway,2026-09-01T16:14:27.813Z,4,fatigue_risk,medium,True,False,False,False,True
67d00089-2237-4512-bd93-c7f6376337e1,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-002,safety_gateway,2026-09-01T16:14:27.813Z,4,harsh_braking,medium,True,False,False,True,False
a0956525-c219-4d47-a4cf-22b32d25c0b0,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-003,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
6a0f9ccd-e01d-4be9-9a1b-264551432e21,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-004,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
f44f4776-05b9-4036-8666-916d1b65b4b7,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-005,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
d509a5df-3273-4852-a189-6cbb7208b2d0,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-006,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
938b543d-9fef-44af-96ad-8cd5e24ad21d,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-007,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
44b028e0-49eb-4724-be4f-903620b0fd65,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-008,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
ca52a2b3-a225-44fb-8493-7fa2dc9efca0,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-009,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
8d6d1755-ee98-49b4-b418-0771e7565e5f,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-010,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
ee9257fa-304c-4051-88fb-d3059449b17a,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-011,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
381ee769-b65b-494a-92e1-0d90a970ffdf,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-012,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
61832855-d73a-445d-ae6a-b3fd66a3c9f3,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-013,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
7e71fa78-bce7-4880-af88-3fb0c6232c9a,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-014,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
ab91a94b-30f0-490f-aa3b-284ce930cf8f,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-015,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
03586fe4-e7b9-4a41-9019-6f1bcef9da6c,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-016,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
9c8230f1-8493-4627-9139-2cbff33ad171,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-017,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
867d18cc-4cc3-4c89-a99d-a335a7816bfe,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-018,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
c72b3ede-4be2-441d-9ea0-00cb2265a9f9,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-019,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
7e2a1dab-b8a5-4ed9-8f71-01146e22f094,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-020,safety_gateway,2026-09-01T16:14:27.813Z,4,none,none,False,False,False,False,False
1069ddd5-6200-4148-9637-d1da0a9266eb,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-001,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
b3108235-6958-4fe8-9d8e-684a8131b432,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-002,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
eedf4c70-9ffd-41f8-a67a-4f1de9cb55bc,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-003,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
95ea15b2-0e7d-412c-8358-60ccaa2e7e2c,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-004,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
45194095-6428-4fcf-9230-8b8e1531fc06,1.0,acme-mining,site-01,safety_event,ACME-S01-SAFETY-005,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
f3c1f6fd-9482-452b-9d4a-134c871efa67,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-001,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
f1ba61d3-83f9-4ed5-9352-8f5a93ddd11b,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-002,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
6d1010eb-02b0-4afd-9efe-b339b5a2f297,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-003,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
847ebb59-f219-48c3-af31-d5ee12830aee,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-004,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
db5b2394-5807-44b3-a96f-786578b72531,1.0,acme-mining,site-02,safety_event,ACME-S02-SAFETY-005,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
a480386f-c3ab-4108-bb89-1c3aa2d3c534,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-001,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
d352f8fe-0f8c-4c13-9547-31713ea990da,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-002,safety_gateway,2026-09-01T16:14:32.813Z,5,none,none,False,False,False,False,False
58d4d928-8009-487c-bad5-160a4021ca49,1.0,beta-minerals,north-site,safety_event,BETA-NORTH-SAFETY-003,safety_gateway,2026-09-01T16:14:32.813Z,5,overspeed,critical,True,False,True,False,False
