message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,air_quality.pm2_5_ug_m3,air_quality.pm10_ug_m3,air_quality.dust_mg_m3,air_quality.ambient_temp_c,air_quality.relative_humidity_pct,air_quality.alert_flag
b2df52a3-2c01-418a-9c34-25235e800326,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-011,sensor_station,2026-09-01T20:17:58.253Z,1,12.7,32.9,0.43,26.7,65.5,False
b2136225-f758-4cc2-9693-4563b7758b0d,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-012,sensor_station,2026-09-01T20:17:58.253Z,1,8.3,40.9,0.79,32.1,31.0,False
77fdc668-fabf-450a-abaf-5a91ea26b92f,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-013,sensor_station,2026-09-01T20:17:58.253Z,1,21.6,31.3,0.08,20.8,58.0,False
e3f23733-d88b-4649-bc90-fc70b0cde93f,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-014,sensor_station,2026-09-01T20:17:58.253Z,1,22.2,22.9,0.37,23.0,44.5,False
be4d0b9b-3ee7-4507-a135-0a3044df7794,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-015,sensor_station,2026-09-01T20:17:58.253Z,1,17.1,32.7,0.47,26.6,48.5,False
b619daea-fabe-491a-a1fd-85e605211c40,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-016,sensor_station,2026-09-01T20:17:58.253Z,1,10.5,19.7,0.25,27.5,43.9,False
462df8f2-56a7-4ecb-bb9a-390bce9641f0,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-017,sensor_station,2026-09-01T20:17:58.253Z,1,20.3,26.5,0.1,27.4,31.4,False
79ed6883-a0a4-4235-9b26-635685500651,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-018,sensor_station,2026-09-01T20:17:58.253Z,1,21.0,35.5,0.62,28.0,44.0,False
ea15045d-1e27-40c8-9f1b-91c99e567508,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-019,sensor_station,2026-09-01T20:17:58.253Z,1,23.9,30.4,0.09,21.9,36.7,False
ce6f511d-b5c4-4d98-bcc2-1f0fc787659a,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-020,sensor_station,2026-09-01T20:17:58.253Z,1,9.4,38.6,0.7,19.8,33.5,False
26892f92-c881-4bfa-a0ab-a0782f5ff83c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-001,sensor_station,2026-09-01T20:18:03.253Z,2,20.0,35.6,0.42,30.0,44.3,False
3fe7914d-6557-4df0-9ad5-40204858cbb0,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-002,sensor_station,2026-09-01T20:18:03.253Z,2,9.0,31.9,0.36,25.7,45.4,False
b2a9527e-edd0-4cdb-822f-cafd9638ef0f,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-003,sensor_station,2026-09-01T20:18:03.253Z,2,22.2,26.1,0.77,28.8,37.3,False
8c8ef01e-45ce-4704-abd5-2351d088da59,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-004,sensor_station,2026-09-01T20:18:03.253Z,2,20.6,27.1,0.36,19.3,56.8,False
9de0fc66-8b1b-4e6b-ad8a-004770262450,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-005,sensor_station,2026-09-01T20:18:03.253Z,2,23.5,29.2,0.79,30.5,51.9,False
ad46d13f-6521-4e94-976b-f0aa13cb007c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-006,sensor_station,2026-09-01T20:18:03.253Z,2,22.6,31.6,0.05,25.4,66.5,False
f04dab98-1ba9-459e-93e3-edb76f4317e2,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-007,sensor_station,2026-09-01T20:18:03.253Z,2,23.6,18.0,0.75,25.7,54.9,False
23743267-9c70-48a5-9ff1-a46dea1c4d5e,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-008,sensor_station,2026-09-01T20:18:03.253Z,2,14.1,28.5,0.52,27.4,50.5,False
08b24815-29db-4383-bbde-68dafc0c190d,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-009,sensor_station,2026-09-01T20:18:03.253Z,2,65.5,137.7,0.14,20.2,52.8,True
d8e70050-ca8a-445c-9b71-a488a1b23b40,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-010,sensor_station,2026-09-01T20:18:03.253Z,2,14.9,36.3,0.77,23.1,59.1,False
504bd479-c255-4ada-824e-461c038d8232,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-011,sensor_station,2026-09-01T20:18:03.253Z,2,12.2,40.6,0.39,21.9,74.2,False
ff9daf26-fb29-454c-84c3-82b2c7096b0a,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-012,sensor_station,2026-09-01T20:18:03.253Z,2,15.4,36.0,0.06,29.1,57.3,False
dcb5f677-9e86-4436-a544-5e50df826a45,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-013,sensor_station,2026-09-01T20:18:03.253Z,2,78.5,138.9,0.72,29.3,63.1,True
0ba53840-716d-430c-9a1a-eca0881af0f2,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-014,sensor_station,2026-09-01T20:18:03.253Z,2,20.6,37.5,0.11,18.5,66.6,False
a402b83f-7cee-40e2-91a0-03a31ea83a03,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-015,sensor_station,2026-09-01T20:18:03.253Z,2,18.8,28.6,0.66,31.2,42.9,False
a535f6fd-a4f9-4156-8075-e2b04b1408ea,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-001,sensor_station,2026-09-01T20:18:03.253Z,2,22.9,45.9,0.79,31.7,70.3,False
570e2625-b2bc-4630-905b-25bbab99d8db,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-002,sensor_station,2026-09-01T20:18:03.253Z,2,12.7,23.9,0.16,26.3,53.6,False
c9c86edc-2dc0-409a-a945-6926cd78c3e7,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-003,sensor_station,2026-09-01T20:18:03.253Z,2,16.1,21.8,0.65,22.8,58.7,False
2e4cab5d-69f1-4837-a3bd-716dd37345cd,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-004,sensor_station,2026-09-01T20:18:03.253Z,2,22.0,23.0,0.38,19.9,58.1,False
f6d07367-664b-4aff-9b5c-5db592cbd271,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-005,sensor_station,2026-09-01T20:18:03.253Z,2,11.4,40.6,0.54,19.4,46.7,False
a72f116c-251c-46d6-be8f-02e9ed791da0,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-006,sensor_station,2026-09-01T20:18:03.253Z,2,10.6,45.9,0.73,30.3,36.0,False
827d85a8-1531-4bac-af61-568f1016c7ce,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-007,sensor_station,2026-09-01T20:18:03.253Z,2,15.6,44.9,0.14,20.2,51.7,False
3bee7bbf-3baf-4649-b9be-d80953bca256,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-008,sensor_station,2026-09-01T20:18:03.253Z,2,9.4,38.8,0.7,32.9,63.3,False
0bc36ec1-94ee-470b-94a4-4dbbedaedcf2,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-009,sensor_station,2026-09-01T20:18:03.253Z,2,18.3,29.3,0.59,29.8,44.1,False
504356c8-63a9-4de1-987e-3532d6591f1a,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-010,sensor_station,2026-09-01T20:18:03.253Z,2,17.0,43.7,0.66,21.6,30.8,False
c9ccc890-8298-47a9-9795-93820ef20b98,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-011,sensor_station,2026-09-01T20:18:03.253Z,2,9.4,40.2,0.75,29.9,30.8,False
84138daa-00a0-47af-959b-d51f8a5e35a9,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-012,sensor_station,2026-09-01T20:18:03.253Z,2,21.7,46.6,0.48,18.0,28.1,False
41439a5c-5b36-4164-a60e-6f0dd73b2601,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-013,sensor_station,2026-09-01T20:18:03.253Z,2,21.6,47.4,0.29,23.8,59.0,False
1b9974f1-02fb-42fb-9c24-4d9df5dd2585,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-014,sensor_station,2026-09-01T20:18:03.253Z,2,16.3,36.0,0.22,24.3,51.9,False
d0c8713e-e834-4a33-a99f-6813bd69dcbe,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-015,sensor_station,2026-09-01T20:18:03.253Z,2,10.3,46.3,0.68,26.0,47.8,False
025d1793-ab8b-4bd5-b688-1bdc034575f2,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-001,sensor_station,2026-09-01T20:18:03.253Z,2,22.0,37.5,0.16,20.0,53.4,False
cf56b8fc-605e-4360-b0f8-3f9fb63d62bc,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-002,sensor_station,2026-09-01T20:18:03.253Z,2,85.0,174.2,0.15,23.9,67.2,True
4ad92183-a664-4680-9582-7bfb388474e2,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-003,sensor_station,2026-09-01T20:18:03.253Z,2,14.0,38.5,0.43,22.2,68.8,False
ac2352e2-20b1-4e30-a455-ac376131ae29,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-004,sensor_station,2026-09-01T20:18:03.253Z,2,17.9,37.3,0.61,21.9,66.1,False
4a8612b7-e050-46ee-a95c-dcb3c409b2b6,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-005,sensor_station,2026-09-01T20:18:03.253Z,2,60.5,137.9,0.1,24.2,48.1,True
6adfc367-38f9-4ae8-ae8d-6aa8a3b007f7,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-006,sensor_station,2026-09-01T20:18:03.253Z,2,15.5,37.3,0.73,25.4,29.3,False
16888fb6-a7c3-4baa-b9d1-fc6699abcaf1,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-007,sensor_station,2026-09-01T20:18:03.253Z,2,22.7,45.7,0.63,21.2,41.4,False
28cd4b96-1328-4f9f-b057-a00ad9e49511,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-008,sensor_station,2026-09-01T20:18:03.253Z,2,23.9,32.6,0.58,25.6,38.9,False
944dd0fa-ce93-4dec-9dfb-1ee3f31c467d,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-009,sensor_station,2026-09-01T20:18:03.253Z,2,77.4,132.4,0.07,27.6,44.0,True
0527e4f1-c6e9-4098-ae1f-194d1b0a16cf,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-010,sensor_station,2026-09-01T20:18:03.253Z,2,13.8,30.9,0.41,18.9,68.4,False
d3f92a5b-e44e-4293-85f4-ec02a9c6e947,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-011,sensor_station,2026-09-01T20:18:03.253Z,2,18.9,26.1,0.53,19.3,28.5,False
108cb20d-ffe0-48bc-8bdc-4c5b3d8b1345,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-012,sensor_station,2026-09-01T20:18:03.253Z,2,12.8,39.4,0.7,26.4,58.5,False
85ce375d-56ff-411c-9f67-938871853df3,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-013,sensor_station,2026-09-01T20:18:03.253Z,2,21.3,20.8,0.73,23.5,62.7,False
4c149c85-abf2-4f7f-8764-747acb585af0,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-014,sensor_station,2026-09-01T20:18:03.253Z,2,13.6,30.6,0.41,29.0,33.0,False
b4994d4f-7992-462f-a18a-d2a153c48794,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-015,sensor_station,2026-09-01T20:18:03.253Z,2,13.7,38.8,0.34,18.2,64.2,False
686933fc-4abc-44f4-ba55-39fb6082ab9c,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-016,sensor_station,2026-09-01T20:18:03.253Z,2,9.2,38.0,0.51,23.2,74.3,False
19736891-d8da-433c-8e9b-e96abfa9c824,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-017,sensor_station,2026-09-01T20:18:03.253Z,2,19.9,40.1,0.29,20.4,47.9,False
28049235-bd2b-496e-959f-e270d114d76b,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-018,sensor_station,2026-09-01T20:18:03.253Z,2,21.8,21.4,0.78,24.5,51.0,False
63e6398a-c0af-45f9-b56e-bf409182c963,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-019,sensor_station,2026-09-01T20:18:03.253Z,2,59.4,141.5,0.78,19.6,35.9,True
41d2a461-4c05-4a9f-b1bd-17f1b156b6f8,1.0,beta-minerals,north-site,air_quality,BETA-NORTH-AQ-020,sensor_station,2026-09-01T20:18:03.253Z,2,14.7,34.4,0.17,24.0,42.4,False
7c39c918-d925-4069-a284-7f2a8963e5ad,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-001,sensor_station,2026-09-01T20:18:08.253Z,3,63.4,145.8,0.57,21.2,49.0,True
c966de6f-f857-4155-9499-ad22f6158a32,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-002,sensor_station,2026-09-01T20:18:08.253Z,3,9.6,35.7,0.33,22.4,44.3,False
61c30701-48b6-44ac-8256-f24c0d57289c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-003,sensor_station,2026-09-01T20:18:08.253Z,3,15.4,42.4,0.16,22.5,31.0,False
92427ff6-c570-4a3e-ae3c-c36781fcaf16,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-004,sensor_station,2026-09-01T20:18:08.253Z,3,17.3,19.0,0.54,28.5,47.2,False
0af06661-ee4c-47c3-98b5-5a360eaa1acd,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-005,sensor_station,2026-09-01T20:18:08.253Z,3,13.7,22.2,0.71,25.3,25.5,False
1fa35e8b-e668-4f35-b296-cf3436af036e,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-006,sensor_station,2026-09-01T20:18:08.253Z,3,16.0,43.8,0.21,32.4,51.3,False
e7f93a2e-cedd-4ad8-8b74-55dba06d1def,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-007,sensor_station,2026-09-01T20:18:08.253Z,3,10.8,22.5,0.54,27.0,48.0,False
33da6eac-b804-4cd0-8c5a-06baf3e2683a,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-008,sensor_station,2026-09-01T20:18:08.253Z,3,10.2,41.5,0.54,32.8,28.4,False
dba20fe4-b45f-4381-af68-e744ad2379bd,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-009,sensor_station,2026-09-01T20:18:08.253Z,3,15.7,46.9,0.5,20.9,60.4,False
ceeae6eb-1568-4636-9690-f30f6a655185,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-010,sensor_station,2026-09-01T20:18:08.253Z,3,18.5,25.8,0.57,27.4,54.0,False
df609dfc-b3f8-4aef-abc3-f3c0fe1fa538,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-011,sensor_station,2026-09-01T20:18:08.253Z,3,21.3,20.0,0.07,29.7,36.6,False
dc292967-be44-413e-986e-98ce15063f6f,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-012,sensor_station,2026-09-01T20:18:08.253Z,3,16.0,38.4,0.29,21.7,63.6,False
3d7b7bf5-7d8f-4514-9002-4a570f98057d,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-013,sensor_station,2026-09-01T20:18:08.253Z,3,20.7,21.2,0.71,29.7,44.2,False
25ccd594-2c3c-4e96-a54d-5c05ad1e6596,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-014,sensor_station,2026-09-01T20:18:08.253Z,3,22.8,19.9,0.24,18.6,62.5,False
b8aab9e7-aa9b-4aac-9cbf-7e0f5ff98c90,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-015,sensor_station,2026-09-01T20:18:08.253Z,3,14.0,36.9,0.07,20.8,30.4,False
c666ac67-b4c2-4e1f-9cc5-3496103993a7,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-001,sensor_station,2026-09-01T20:18:08.253Z,3,20.8,20.7,0.58,32.6,63.3,False
f6523345-be38-4984-8093-7ebe21b0da5f,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-002,sensor_station,2026-09-01T20:18:08.253Z,3,18.5,33.6,0.32,21.2,32.8,False
4bbe9c89-1bc9-430f-82bf-f84ec63c992f,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-003,sensor_station,2026-09-01T20:18:08.253Z,3,21.8,24.9,0.65,32.6,41.6,False
f9201c1a-65d7-4e37-986d-85895d629ea9,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-004,sensor_station,2026-09-01T20:18:08.253Z,3,19.7,46.2,0.08,18.3,72.0,False
78d62383-70fe-410a-93ac-04183f048116,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-005,sensor_station,2026-09-01T20:18:08.253Z,3,14.4,32.5,0.17,22.8,36.5,False
61605fb2-100e-406b-ab2a-d1c7818cd57d,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-006,sensor_station,2026-09-01T20:18:08.253Z,3,12.0,26.2,0.14,30.5,57.8,False
5effea2f-8140-4126-82b0-1e47d36e3334,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-007,sensor_station,2026-09-01T20:18:08.253Z,3,19.8,26.1,0.11,19.2,61.1,False
c90fea50-d7d1-4a03-a51c-243ac7ef0aa8,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-008,sensor_station,2026-09-01T20:18:08.253Z,3,14.6,18.4,0.67,27.7,32.6,False
a40416a1-ac52-414a-8540-056bf013a9bf,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-009,sensor_station,2026-09-01T20:18:08.253Z,3,20.7,23.8,0.5,23.0,41.2,False
0cdc3522-3b07-4c70-a610-4c26cb4d81be,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-010,sensor_station,2026-09-01T20:18:08.253Z,3,8.4,26.2,0.2,22.2,57.8,False
1cd4a4b8-0765-4d3b-9bbf-29b8ced54a7c,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-011,sensor_station,2026-09-01T20:18:08.253Z,3,12.7,20.8,0.78,27.0,49.2,False
215f9b5b-71a2-4538-a62e-1f40e470c744,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-012,sensor_station,2026-09-01T20:18:08.253Z,3,16.5,25.3,0.06,26.0,44.7,False
31e9d8be-d6d0-4eb7-b19e-31691b7f97cd,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-013,sensor_station,2026-09-01T20:18:08.253Z,3,16.7,21.2,0.22,33.6,44.9,False
