message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,production.operating_state,production.material_type,production.throughput_tph,production.target_throughput_tph,production.total_tonnes,production.load_count,production.production_loss_reason,production.alert_flag,diagnostics.fault_codes
a827e1c6-abd5-43d7-b76a-c1ef7cbf9668,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-020,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1553.9,1800.0,1997317.0,13661,,False,[]
e4aa546f-6cda-4f37-b20f-aff6daffda6a,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-001,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1673.9,1800.0,1892585.0,11562,,False,[]
0ce13a83-afee-402d-93c7-493182fec5c3,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-002,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1818.9,1800.0,1610456.0,6047,,False,[]
50a5ea24-ddbc-4b99-b943-daa23074fcdc,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-003,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1626.3,1800.0,1095496.6,2936,,False,[]
ee94fc5a-2c1e-4c19-8e3d-6cb8d1bf9617,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-004,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1882.3,1800.0,1443624.8,800,,False,[]
249add4e-cd30-4877-9b01-5d3cb3535044,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-005,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1712.5,1800.0,1352642.6,1016,,False,[]
e9eaf3d3-74d6-47d1-a7d4-40812e30e269,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-006,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1837.7,1800.0,132573.5,14610,,False,[]
0615343b-b1bf-490b-80d2-55dcb3d61c72,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-007,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1760.8,1800.0,1100268.8,12115,,False,[]
cacb2072-7c80-4fe3-b885-651e3d87fd71,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-008,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1608.1,1800.0,529131.0,3142,,False,[]
f89b7bdd-dac5-451a-a15c-ac97bbdb4711,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-009,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1602.1,1800.0,206620.6,810,,False,[]
6a4be22c-c124-4e3a-87ca-307407bc2bc1,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-010,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1684.4,1800.0,1950297.9,17807,,False,[]
628dbd53-c828-44a3-b9de-3fd896e6ca7b,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-011,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1596.7,1800.0,1855904.8,9688,,False,[]
08b8f048-2bbf-4193-b898-39f006b396c5,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-012,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1808.2,1800.0,1215371.1,13552,,False,[]
08d50643-0d61-440e-9f04-dc38ce75fc5e,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-013,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1771.1,1800.0,1127071.1,13078,,False,[]
5a754a14-c32f-4489-a36e-89bd7ac902b6,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-014,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1625.3,1800.0,202025.5,14823,,False,[]
21154b54-790b-4be3-841c-724c65eea905,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-015,production_meter,2026-09-01T20:17:58.253Z,1,stopped,ore,287.4,1800.0,720116.0,9457,crusher_trip,True,"[""PRODUCTION_RATE_LOW""]"
4e411149-7791-443e-9e8f-0e1566e141d4,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-016,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1774.2,1800.0,1213165.2,12955,,False,[]
ef9130df-031f-4f18-ac35-8f3db7dbc794,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-017,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1790.1,1800.0,1452189.1,5556,,False,[]
0c6997de-9a41-4591-8064-db5baff1c866,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-018,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1513.6,1800.0,612558.3,4842,,False,[]
a471b351-16c2-4178-9ee8-7509f7d4bd6b,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-019,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1522.8,1800.0,1153019.7,11131,,False,[]
e26b6b4d-916d-487a-948c-f92296bf5ec3,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-020,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1857.6,1800.0,1986190.0,8455,,False,[]
80499c4e-0e85-4311-a300-75c11f315029,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-001,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1515.0,1800.0,490442.4,805,,False,[]
fef9823d-8025-4e09-bc88-8a1ba118f814,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-002,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1669.0,1800.0,1678242.5,3938,,False,[]
3e470493-207f-4ead-8c6f-7be4162e54be,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-003,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1668.5,1800.0,1578124.3,17643,,False,[]
0abd5283-6db0-44b1-981e-98d51b58a8d0,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-004,production_meter,2026-09-01T20:17:58.253Z,1,stopped,ore,262.2,1800.0,1407587.8,16251,conveyor_blockage,True,"[""PRODUCTION_RATE_LOW""]"
e425ced9-6ef2-4ab9-a80b-9c02876e05de,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-005,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1629.0,1800.0,383376.8,3452,,False,[]
3b7f2aaf-dad4-45b8-9785-140125a3be8a,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-006,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1695.3,1800.0,1956855.2,9155,,False,[]
b8b4ad5e-bbcf-435e-9c64-7f50915906da,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-007,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1582.4,1800.0,694145.7,4298,,False,[]
9f92b2c5-2424-4e07-a0b4-62020b60511f,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-008,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1824.6,1800.0,779304.6,14844,,False,[]
2634716e-3add-47ea-9040-6c799a78afea,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-009,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1566.7,1800.0,860477.6,15460,,False,[]
787ebf53-888c-47d9-b879-231fa9887031,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-010,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1887.8,1800.0,314810.1,2422,,False,[]
7718bb7f-68ee-4716-b6f2-25a75040aff0,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-011,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1754.2,1800.0,932511.8,12944,,False,[]
28066220-5cd1-4ef4-bd07-d7aa366bdb19,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-012,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1530.1,1800.0,1017853.5,16495,,False,[]
79301051-a3fc-49e4-ba95-9437578e80d5,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-013,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1585.6,1800.0,1388067.2,19396,,False,[]
fbb9d5df-e9eb-43a0-9d89-57458bcdca31,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-014,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1618.9,1800.0,1274656.4,14684,,False,[]
5f7f15a5-55b1-43dc-af57-05d6552c7f61,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-015,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1821.8,1800.0,1160856.6,2289,,False,[]
d717c99d-b818-4420-8eb2-cb79902cbeff,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-016,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1883.2,1800.0,1527719.6,11007,,False,[]
6f7d4b33-13db-4e00-80fe-36831152a4bc,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-017,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1731.3,1800.0,546502.4,15544,,False,[]
37334097-4d9d-479b-ae5d-2b99c643c3ea,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-018,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1609.3,1800.0,1515956.3,1083,,False,[]
5b6dd7b7-f1b0-4e4b-9339-aba958dfff0c,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-019,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1712.4,1800.0,1276228.1,10482,,False,[]
ac186726-d23d-45ea-af70-2c3c7c10e727,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-020,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1638.9,1800.0,1651520.8,15392,,False,[]
0f320dcc-5b1e-41d8-872a-5e1bb1d136a9,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-021,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1829.5,1800.0,285132.9,7767,,False,[]
be90cfc0-90b5-4488-894d-68d853976d7f,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-022,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1620.0,1800.0,302014.5,5880,,False,[]
80d495b4-e2f3-49c3-a58b-3b4419197a54,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-023,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1625.3,1800.0,329419.3,13375,,False,[]
da1d9151-2391-4646-8b69-8884d7e0bdbd,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-024,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1600.5,1800.0,1303159.1,19795,,False,[]
de4ea6d4-8122-403f-a3d1-8a2d5283c614,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-025,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1768.6,1800.0,108243.9,2092,,False,[]
6107accb-a515-4175-9093-84dd2bbc2ab3,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-026,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1852.4,1800.0,1414456.2,6191,,False,[]
6fca7f21-d5ee-40a7-8ebb-f1f60f6dbbe4,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-027,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1706.5,1800.0,830861.4,8635,,False,[]
2a5e4fd3-63bc-43e8-ac47-42058ef52ea2,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-028,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1699.7,1800.0,1430029.5,17287,,False,[]
3cd91e10-5bef-427d-a81e-760e87258b64,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-029,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1829.6,1800.0,481691.8,10022,,False,[]
47a8b12e-efbd-448b-930a-646e1dc72d54,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-030,production_meter,2026-09-01T20:17:58.253Z,1,running,ore,1607.2,1800.0,1130736.0,11064,,False,[]
892dfa8a-3a5b-4ad2-a9ac-3594ac5d342b,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-001,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1807.2,1800.0,1949850.4,16778,,False,[]
1f88bf5f-83cc-4e1d-b048-1c6eb1b4c30a,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-002,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1503.4,1800.0,461255.3,8714,,False,[]
e119c560-c6a9-41a2-86fe-1d315c76c0c4,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-003,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1874.5,1800.0,1328052.2,10625,,False,[]
15c10eb3-9995-4f8b-9100-574a53bb4f85,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-004,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1588.6,1800.0,889460.6,7081,,False,[]
3771cec8-8521-400c-a7c3-6e8e300d0fc4,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-005,production_meter,2026-09-01T20:18:03.253Z,2,stopped,ore,756.8,1800.0,588246.3,16291,crusher_trip,True,"[""PRODUCTION_RATE_LOW""]"
4a94add1-0150-4e3e-b5dc-0f0c70004938,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-006,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1745.4,1800.0,1532892.8,7894,,False,[]
962ba287-b401-43bb-9bd1-b60978d78c0f,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-007,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1787.1,1800.0,1602300.8,958,,False,[]
702ad9a3-940d-45f3-9c2d-fecf9ebc5dca,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-008,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1697.5,1800.0,1313248.5,12674,,False,[]
bc9b4994-aa35-442e-a0e3-439db0f3dbed,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-009,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1612.3,1800.0,520602.1,2573,,False,[]
5b3d08c5-73a7-4a6f-9074-71c331b26fd6,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-010,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1782.8,1800.0,170707.9,16644,,False,[]
da175118-09fb-469b-a597-981a6ef26e1a,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-011,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1578.4,1800.0,1423322.4,18203,,False,[]
994ac93d-52c1-4eb2-9daa-2cf7e9c5522b,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-012,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1658.4,1800.0,875422.9,9668,,False,[]
2f1e06ed-4fdb-4f5f-bafc-db7edbb7a714,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-013,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1727.6,1800.0,1402797.4,18343,,False,[]
8742ba3c-9b61-4bcc-86c9-31ecbb4cd515,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-014,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1720.7,1800.0,1665967.8,3505,,False,[]
bb898f96-f8f3-4916-928a-ebd3d1952565,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-015,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1726.3,1800.0,339260.1,19002,,False,[]
1e2f720a-14a4-48f7-9bb9-fd45204ebcda,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-016,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1726.1,1800.0,1571304.9,594,,False,[]
43384775-eeec-451d-b123-14509638f258,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-017,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1551.3,1800.0,1746255.3,4820,,False,[]
2ec84b95-9cde-4e52-8f75-1a3fba57785f,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-018,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1603.8,1800.0,1509268.9,17740,,False,[]
76a1a87c-176f-4fca-a530-939df13601c6,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-019,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1591.2,1800.0,520947.2,1922,,False,[]
b471ca44-deb2-48fd-967a-a47440bcb862,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-020,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1812.9,1800.0,1997319.5,13662,,False,[]
e94be4c4-b8da-4a8e-a0b5-5672acb882b5,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-001,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1558.3,1800.0,1892587.1,11563,,False,[]
d571a302-3196-48d5-8b96-097e35eaed5f,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-002,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1820.5,1800.0,1610458.5,6048,,False,[]
3717238d-b0f0-4f25-adf3-ddaf84cfd7ca,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-003,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1739.6,1800.0,1095499.1,2937,,False,[]
9a11e919-ff91-4c29-946f-5277b8054970,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-004,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1896.1,1800.0,1443627.4,801,,False,[]
2b4493bb-ddc1-428d-9955-7c6c6127a1f8,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-005,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1898.7,1800.0,1352645.3,1017,,False,[]
c9323c4b-0c24-455c-9af7-415cee19d034,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-006,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1691.3,1800.0,132575.8,14611,,False,[]
93c3209d-7740-4bbd-8da7-b81ba87574ff,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-007,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1698.0,1800.0,1100271.2,12116,,False,[]
3b157214-498a-4467-94d9-41c9ab9a2181,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-008,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1650.7,1800.0,529133.3,3143,,False,[]
260b970e-e2aa-42a8-b1a7-429612d08213,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-009,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1633.3,1800.0,206622.9,811,,False,[]
bec9eef5-db47-439f-9716-2e2eefcd7b49,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-010,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1584.2,1800.0,1950300.1,17808,,False,[]
26b09ac2-37e0-48f3-a76e-61369767f904,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-011,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1824.2,1800.0,1855907.4,9689,,False,[]
3bbced30-f2d2-448f-be84-1330eb7a0740,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-012,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1521.0,1800.0,1215373.2,13553,,False,[]
bcc4528e-45e0-4f6f-8e50-b122a5825a2b,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-013,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1571.6,1800.0,1127073.3,13079,,False,[]
558743f4-7564-4d39-9a23-f8332f0b7251,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-014,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1656.7,1800.0,202027.8,14824,,False,[]
8e8599f8-dc35-4d82-aa3c-ab92bee0337d,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-015,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1763.7,1800.0,720118.5,9458,,False,[]
8bd7d342-afb5-4281-909e-fcfdcd5e046f,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-016,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1896.4,1800.0,1213167.8,12956,,False,[]
a8e38b93-ddf6-48d2-83ae-cc985e2b5e65,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-017,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1635.0,1800.0,1452191.4,5557,,False,[]
c884af82-385b-4df2-b582-097ade893321,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-018,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1896.1,1800.0,612561.0,4843,,False,[]
eb37d3c8-c381-4317-b080-a1dc755958ac,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-019,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1656.4,1800.0,1153022.0,11132,,False,[]
3062f0a0-4191-4fe9-b99e-8fb3891ac266,1.0,acme-mining,site-02,production_telemetry,ACME-S02-PROD-020,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1613.2,1800.0,1986192.2,8456,,False,[]
eaf55061-d007-4c96-a996-bd4b9087c28b,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-001,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1888.7,1800.0,490445.1,806,,False,[]
9bccc73b-fc9c-4a4c-a807-1dcf6aee7436,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-002,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1505.7,1800.0,1678244.6,3939,,False,[]
5b66aeb3-0124-4df4-859e-7a8e3715a735,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-003,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1506.5,1800.0,1578126.4,17644,,False,[]
df46d602-3c41-4afa-95a8-65248c4f3ceb,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-004,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1700.8,1800.0,1407590.2,16252,,False,[]
d0a122a1-f1e6-4326-8c36-406d771f52ce,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-005,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1779.7,1800.0,383379.3,3453,,False,[]
96b5b68a-3522-4bd8-bbc7-1fce486880fe,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-006,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1682.4,1800.0,1956857.5,9156,,False,[]
34df02f4-052b-4891-8529-49e24203f810,1.0,beta-minerals,north-site,production_telemetry,BETA-NORTH-PROD-007,production_meter,2026-09-01T20:18:03.253Z,2,running,ore,1640.9,1800.0,694148.0,4299,,False,[]
