message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,location.lat,location.lon,location.heading,location.speed_kmh,location.zone,haul_cycle.cycle_id,haul_cycle.cycle_state,haul_cycle.payload_tonnes,haul_cycle.target_payload_tonnes,fuel.total_litres,fuel.level_pct,fuel.engine_on,fuel.idle_flag,operating.engine_hours,operating.odometer_km,operating.geofence_violation,operating.harsh_braking_flag,operating.speeding_flag,diagnostics.engine_temp_c,diagnostics.battery_voltage,diagnostics.fault_codes,diagnostics.health_index,equipment_health.operating_state,equipment_health.bearing_temp_c,equipment_health.vibration_m_s2,equipment_health.hydraulic_pressure_psi,equipment_health.health_index,air_quality.pm2_5_ug_m3,air_quality.pm10_ug_m3,air_quality.dust_mg_m3,air_quality.ambient_temp_c,air_quality.relative_humidity_pct,air_quality.alert_flag
21a51837-1505-4469-93bc-4701dbceaa2b,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-011,haul_truck,2026-09-01T11:59:56.780Z,1,-16.535544,-71.49334,30.8,0.4,Pit-A,cycle-acme-s01-truck-011-00001,loading,225.0,240.0,255057.91,72.9,True,True,21777.9,423199.85,False,False,False,92.7,24.3,[],1.0,,,,,,,,,,,
37771d38-76fd-4808-9c31-d21ad1656f95,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-012,haul_truck,2026-09-01T11:59:56.780Z,1,-16.636643,-71.466634,302.6,0.8,Pit-A,cycle-acme-s01-truck-012-00001,loading,223.1,240.0,148799.36,43.7,True,True,5655.82,40223.15,False,False,False,91.5,24.9,[],1.0,,,,,,,,,,,
c966f7a6-7a5f-4e00-90d3-cf1974df5cf3,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-013,haul_truck,2026-09-01T11:59:56.780Z,1,-16.524072,-71.544084,317.3,0.6,Pit-A,cycle-acme-s01-truck-013-00001,loading,226.4,240.0,298393.03,52.7,True,True,19379.0,218247.07,False,False,False,90.7,24.5,[],1.0,,,,,,,,,,,
c1583e1d-ebe5-4b05-a5af-976eb7a26ca9,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-014,haul_truck,2026-09-01T11:59:56.780Z,1,-16.576866,-71.473848,324.1,0.1,Pit-A,cycle-acme-s01-truck-014-00001,loading,224.6,240.0,257002.0,43.4,True,True,6415.46,175375.33,False,False,False,91.0,24.9,[],1.0,,,,,,,,,,,
0df01966-90b5-49b5-babb-eda81ed8adb2,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-015,haul_truck,2026-09-01T11:59:56.780Z,1,-16.655854,-71.609961,62.2,1.0,Pit-A,cycle-acme-s01-truck-015-00001,loading,217.4,240.0,448916.57,60.7,True,True,9267.29,158172.08,False,False,False,93.6,25.2,[],1.0,,,,,,,,,,,
3606927c-c860-480b-8af3-7351b24ad3af,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-016,haul_truck,2026-09-01T11:59:56.780Z,1,-16.660236,-71.556441,355.7,1.5,Pit-A,cycle-acme-s01-truck-016-00001,loading,217.5,240.0,358514.94,54.5,True,True,3124.56,415291.01,False,False,False,90.2,24.4,[],1.0,,,,,,,,,,,
91bf92a8-0190-45f5-b29e-ccfb6ab61c6e,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-017,haul_truck,2026-09-01T11:59:56.780Z,1,-16.668563,-71.502185,327.8,1.5,Pit-A,cycle-acme-s01-truck-017-00001,loading,226.0,240.0,437274.51,85.3,True,True,21917.77,353342.04,False,False,False,88.6,25.1,[],1.0,,,,,,,,,,,
0791db6f-2912-480f-b320-972d3a3a6dc1,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-018,haul_truck,2026-09-01T11:59:56.780Z,1,-16.652552,-71.547938,99.4,0.1,Pit-A,cycle-acme-s01-truck-018-00001,loading,220.8,240.0,127403.1,69.9,True,True,15252.26,358291.31,False,False,False,89.3,24.4,[],1.0,,,,,,,,,,,
e79a4435-d0f9-4aab-8674-1ba49e76fe07,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-019,haul_truck,2026-09-01T11:59:56.780Z,1,-16.590306,-71.588916,151.0,1.3,Pit-A,cycle-acme-s01-truck-019-00001,loading,223.5,240.0,395375.31,43.4,True,True,10418.94,620904.04,False,False,False,91.2,24.4,[],1.0,,,,,,,,,,,
fd9617fb-aac8-4d49-b6a3-14f08ca0a002,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-020,haul_truck,2026-09-01T11:59:56.780Z,1,-16.572965,-71.593046,332.9,0.2,Pit-A,cycle-acme-s01-truck-020-00001,loading,225.1,240.0,141315.73,69.7,True,True,20147.71,568426.7,False,False,False,95.4,24.6,[],1.0,,,,,,,,,,,
1d4acdb5-fe85-48df-be3d-9ddafcec098a,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-021,haul_truck,2026-09-01T11:59:56.780Z,1,-16.670308,-71.565635,147.9,0.2,Pit-A,cycle-acme-s01-truck-021-00001,loading,222.4,240.0,352595.67,62.1,True,True,16965.23,359808.79,False,False,False,89.4,24.3,[],1.0,,,,,,,,,,,
49a536bf-142f-4b46-830f-2b0f47bb28fd,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-022,haul_truck,2026-09-01T11:59:56.780Z,1,-16.621198,-71.608232,51.8,0.7,Pit-A,cycle-acme-s01-truck-022-00001,loading,216.4,240.0,396637.65,83.2,True,True,1212.91,605332.13,False,False,False,88.8,24.7,[],1.0,,,,,,,,,,,
82af264a-847f-4fbe-87fd-4538354db920,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-023,haul_truck,2026-09-01T11:59:56.780Z,1,-16.659326,-71.495804,268.4,1.0,Pit-A,cycle-acme-s01-truck-023-00001,loading,226.7,240.0,47687.54,59.0,True,True,19413.8,616578.15,False,False,False,108.1,25.1,"[""ENG_OVERHEAT""]",0.72,,,,,,,,,,,
ccdb6ce4-2bed-4d83-841b-448c19e697ee,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-024,haul_truck,2026-09-01T11:59:56.780Z,1,-16.627991,-71.477911,176.9,1.3,Pit-A,cycle-acme-s01-truck-024-00001,loading,225.8,240.0,219124.27,63.5,True,True,17035.69,100886.62,False,False,False,108.5,24.8,"[""ENG_OVERHEAT""]",0.72,,,,,,,,,,,
627a62c0-2c09-40a3-b7b4-53422b9f4359,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-025,haul_truck,2026-09-01T11:59:56.780Z,1,-16.638216,-71.567625,159.5,0.1,Pit-A,cycle-acme-s01-truck-025-00001,loading,217.6,240.0,247290.3,76.1,True,True,9770.53,153432.87,False,False,False,95.7,25.0,[],1.0,,,,,,,,,,,
a7093ac8-81e1-43c2-9638-11198047ea44,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-026,haul_truck,2026-09-01T11:59:56.780Z,1,-16.651039,-71.581548,76.1,0.4,Pit-A,cycle-acme-s01-truck-026-00001,loading,223.7,240.0,202764.06,61.2,True,True,21897.17,429423.18,False,False,False,87.9,25.0,[],1.0,,,,,,,,,,,
1cc942f6-dfc9-44a0-ae8e-a541d48caded,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-027,haul_truck,2026-09-01T11:59:56.780Z,1,-16.659041,-71.516524,185.4,1.1,Pit-A,cycle-acme-s01-truck-027-00001,loading,226.4,240.0,111250.5,40.4,True,True,7967.42,390634.49,False,False,False,94.2,24.0,[],1.0,,,,,,,,,,,
23e02d5c-e26c-4126-b7a7-a3ad8e6809ff,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-028,haul_truck,2026-09-01T11:59:56.780Z,1,-16.632319,-71.510464,316.5,0.5,Pit-A,cycle-acme-s01-truck-028-00001,loading,217.6,240.0,388239.6,30.0,True,True,5653.57,590414.61,False,False,False,94.5,23.8,[],1.0,,,,,,,,,,,
fabc6a3b-de33-49ae-a2e7-bbbef3e74e35,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-029,haul_truck,2026-09-01T11:59:56.780Z,1,-16.594773,-71.491961,164.3,0.3,Pit-A,cycle-acme-s01-truck-029-00001,loading,226.0,240.0,421626.29,65.0,True,True,5341.82,103356.47,False,False,False,88.5,25.1,[],1.0,,,,,,,,,,,
b3f53942-1798-410e-b0d3-510481e68b7f,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-030,haul_truck,2026-09-01T11:59:56.780Z,1,-16.602627,-71.542776,228.7,1.1,Pit-A,cycle-acme-s01-truck-030-00001,loading,225.9,240.0,52649.58,55.2,True,True,17918.94,139958.25,False,False,False,91.1,24.0,[],1.0,,,,,,,,,,,
f15e111f-f18f-4497-ab71-159b378719df,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-031,haul_truck,2026-09-01T11:59:56.780Z,1,-16.605981,-71.563212,313.3,0.0,Pit-A,cycle-acme-s01-truck-031-00001,loading,223.1,240.0,443032.71,31.9,True,True,16256.41,444219.66,False,False,False,87.8,24.6,[],1.0,,,,,,,,,,,
ab1214d8-150c-4770-8c00-8760aa354775,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-032,haul_truck,2026-09-01T11:59:56.780Z,1,-16.602899,-71.572933,247.9,0.5,Pit-A,cycle-acme-s01-truck-032-00001,loading,226.7,240.0,93691.94,56.4,True,True,19067.46,176653.49,False,False,False,93.5,24.2,[],1.0,,,,,,,,,,,
b01e0c93-19a4-4209-8aea-0e5ac081a9ae,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-033,haul_truck,2026-09-01T11:59:56.780Z,1,-16.582348,-71.609406,308.5,0.6,Pit-A,cycle-acme-s01-truck-033-00001,loading,222.9,240.0,204977.55,85.3,True,True,6095.9,601657.33,False,False,False,95.6,24.7,[],1.0,,,,,,,,,,,
00f0d208-2323-4024-8d0e-2c0154e2a1eb,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-034,haul_truck,2026-09-01T11:59:56.780Z,1,-16.534609,-71.59089,280.8,1.0,Pit-A,cycle-acme-s01-truck-034-00001,loading,220.9,240.0,436358.37,89.8,True,True,21984.79,546697.38,False,False,False,86.2,24.9,[],1.0,,,,,,,,,,,
72e02e88-077c-45f1-9e5c-f34de3798366,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-035,haul_truck,2026-09-01T11:59:56.780Z,1,-16.609764,-71.459851,3.0,0.0,Pit-A,cycle-acme-s01-truck-035-00001,loading,223.8,240.0,186457.75,29.1,True,True,11095.59,154660.8,False,False,False,92.0,24.2,[],1.0,,,,,,,,,,,
8cb8b266-ef9b-4120-a7b0-94bcd44d9c6d,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-036,haul_truck,2026-09-01T11:59:56.780Z,1,-16.517229,-71.458232,152.5,1.2,Pit-A,cycle-acme-s01-truck-036-00001,loading,227.6,240.0,210203.7,54.6,True,True,6422.31,513964.48,False,False,False,92.4,24.3,[],1.0,,,,,,,,,,,
f60f9ff2-10d3-4e84-b67a-db778e9ac204,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-037,haul_truck,2026-09-01T11:59:56.780Z,1,-16.515407,-71.524831,296.7,0.5,Pit-A,cycle-acme-s01-truck-037-00001,loading,221.6,240.0,78110.62,45.8,True,True,12582.29,472597.21,False,False,False,92.8,24.4,[],1.0,,,,,,,,,,,
bb79aef2-d611-490c-8f8a-8590b0c59eb3,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-038,haul_truck,2026-09-01T11:59:56.780Z,1,-16.589944,-71.481065,134.7,0.2,Pit-A,cycle-acme-s01-truck-038-00001,loading,223.9,240.0,35152.74,65.9,True,True,12294.54,491224.6,False,False,False,94.4,24.7,[],1.0,,,,,,,,,,,
a1dc0784-b66b-4549-acb2-ca7e636ae7d7,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-039,haul_truck,2026-09-01T11:59:56.780Z,1,-16.575194,-71.509466,355.7,0.9,Pit-A,cycle-acme-s01-truck-039-00001,loading,217.3,240.0,45249.06,38.0,True,True,4137.58,625290.71,False,False,False,86.6,24.7,[],1.0,,,,,,,,,,,
96b3b7c1-2370-43a1-b02a-15208ce7ac47,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-040,haul_truck,2026-09-01T11:59:56.780Z,1,-16.575277,-71.518399,107.5,1.3,Pit-A,cycle-acme-s01-truck-040-00001,loading,224.5,240.0,401726.44,42.2,True,True,5786.32,95528.57,False,False,False,94.9,24.0,[],1.0,,,,,,,,,,,
06ca6a3a-0891-425d-ae11-73b6e8bf7335,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-041,haul_truck,2026-09-01T11:59:56.780Z,1,-16.637719,-71.502909,216.0,1.1,Pit-A,cycle-acme-s01-truck-041-00001,loading,225.7,240.0,240024.41,90.4,True,True,9687.57,387713.54,False,False,False,94.0,24.7,[],1.0,,,,,,,,,,,
2814d06a-0676-4ecc-a0cf-8ae4fcfcf7ae,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-042,haul_truck,2026-09-01T11:59:56.780Z,1,-16.619812,-71.497202,93.4,1.0,Pit-A,cycle-acme-s01-truck-042-00001,loading,223.9,240.0,305543.72,46.0,True,True,5860.14,269345.08,False,False,False,96.0,24.4,[],1.0,,,,,,,,,,,
9e5b751f-62a7-409b-ae57-6af9c8270ef7,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-043,haul_truck,2026-09-01T11:59:56.780Z,1,-16.658678,-71.583395,261.5,0.6,Pit-A,cycle-acme-s01-truck-043-00001,loading,224.5,240.0,449319.97,94.7,True,True,2337.92,308719.88,False,False,False,107.7,24.1,"[""ENG_OVERHEAT""]",0.72,,,,,,,,,,,
f31b0e17-bf3b-4007-808c-7732aacd029b,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-044,haul_truck,2026-09-01T11:59:56.780Z,1,-16.611276,-71.592261,182.6,0.8,Pit-A,cycle-acme-s01-truck-044-00001,loading,226.9,240.0,397580.26,86.5,True,True,6422.25,607953.41,False,False,False,92.7,25.0,[],1.0,,,,,,,,,,,
463f66c0-e4f8-4df1-a524-bdf41dbdc0e7,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-045,haul_truck,2026-09-01T11:59:56.780Z,1,-16.565764,-71.616248,46.0,1.3,Pit-A,cycle-acme-s01-truck-045-00001,loading,218.2,240.0,279138.24,94.1,True,True,18475.39,463230.15,False,False,False,87.0,24.2,[],1.0,,,,,,,,,,,
d45387b2-5469-47f7-8219-e08828ed38be,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-046,haul_truck,2026-09-01T11:59:56.780Z,1,-16.648913,-71.599031,120.8,1.2,Pit-A,cycle-acme-s01-truck-046-00001,loading,218.2,240.0,301891.05,90.7,True,True,18122.61,208608.62,False,False,False,92.8,23.9,[],1.0,,,,,,,,,,,
d3b312db-e990-40fa-b49c-a7223da1462d,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-047,haul_truck,2026-09-01T11:59:56.780Z,1,-16.555582,-71.584924,119.2,0.5,Pit-A,cycle-acme-s01-truck-047-00001,loading,219.7,240.0,129833.23,67.3,True,True,3069.16,368530.89,False,False,False,93.9,24.2,[],1.0,,,,,,,,,,,
1d2e718b-0285-46c1-a053-5cb0e3c33de5,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-048,haul_truck,2026-09-01T11:59:56.780Z,1,-16.535023,-71.602732,210.0,0.4,Pit-A,cycle-acme-s01-truck-048-00001,loading,221.6,240.0,224954.03,88.4,True,True,14245.85,186309.86,False,False,False,94.7,25.1,[],1.0,,,,,,,,,,,
9d4c1c49-648c-4936-ad6c-f2bea8077dbf,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-049,haul_truck,2026-09-01T11:59:56.780Z,1,-16.568462,-71.575587,137.4,0.1,Pit-A,cycle-acme-s01-truck-049-00001,loading,222.0,240.0,11560.12,79.0,True,True,9779.81,194308.54,False,False,False,94.7,24.2,[],1.0,,,,,,,,,,,
4f1eae40-bf87-4102-8a88-b3800c08aa52,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-050,haul_truck,2026-09-01T11:59:56.780Z,1,-16.658361,-71.476203,147.3,0.1,Pit-A,cycle-acme-s01-truck-050-00001,loading,217.6,240.0,198182.26,25.7,True,True,16514.1,367558.67,False,False,False,88.0,24.6,[],1.0,,,,,,,,,,,
4885f669-cae0-4452-b926-38ad6e80c899,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-051,haul_truck,2026-09-01T11:59:56.780Z,1,-16.646705,-71.597109,280.3,1.4,Pit-A,cycle-acme-s01-truck-051-00001,loading,219.8,240.0,377221.83,65.8,True,True,19963.29,363721.88,False,False,False,93.2,24.5,[],1.0,,,,,,,,,,,
bd659179-9546-4127-8c75-740767ac40d6,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-052,haul_truck,2026-09-01T11:59:56.780Z,1,-16.526572,-71.583888,98.4,0.9,Pit-A,cycle-acme-s01-truck-052-00001,loading,223.6,240.0,360293.83,85.2,True,True,7335.08,586358.34,False,False,False,86.0,24.9,[],1.0,,,,,,,,,,,
a56e7a37-8491-44c3-ab62-eea273ebc8b6,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-053,haul_truck,2026-09-01T11:59:56.780Z,1,-16.60538,-71.518194,31.7,0.3,Pit-A,cycle-acme-s01-truck-053-00001,loading,221.9,240.0,353251.17,86.9,True,True,6090.03,84759.98,False,False,False,93.6,24.7,[],1.0,,,,,,,,,,,
186c934f-60de-4537-8b1d-f2f5e1f41da5,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-054,haul_truck,2026-09-01T11:59:56.780Z,1,-16.540677,-71.476473,13.6,1.0,Pit-A,cycle-acme-s01-truck-054-00001,loading,227.6,240.0,390426.53,93.3,True,True,4076.53,605825.04,False,False,False,89.8,24.1,[],1.0,,,,,,,,,,,
e150026e-3f88-40f7-8758-998f822aecd0,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-055,haul_truck,2026-09-01T11:59:56.780Z,1,-16.542042,-71.47925,243.6,0.6,Pit-A,cycle-acme-s01-truck-055-00001,loading,219.9,240.0,156161.63,90.2,True,True,1325.47,484035.62,False,False,False,107.7,24.7,"[""ENG_OVERHEAT""]",0.72,,,,,,,,,,,
abf7fa07-363d-4058-a502-956eb0d2f8da,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-056,haul_truck,2026-09-01T11:59:56.780Z,1,-16.530853,-71.480125,138.0,0.4,Pit-A,cycle-acme-s01-truck-056-00001,loading,220.1,240.0,356444.8,32.6,True,True,17987.89,188087.6,False,False,False,87.3,24.6,[],1.0,,,,,,,,,,,
5990964f-0e38-460b-8973-7e7229c55efa,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-057,haul_truck,2026-09-01T11:59:56.780Z,1,-16.543145,-71.581085,261.9,0.3,Pit-A,cycle-acme-s01-truck-057-00001,loading,219.6,240.0,212533.44,46.4,True,True,5515.6,534449.56,False,False,False,88.9,24.6,[],1.0,,,,,,,,,,,
74f6f113-6907-4b71-bba3-01ef5539ef96,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-058,haul_truck,2026-09-01T11:59:56.780Z,1,-16.515698,-71.57284,324.4,0.5,Pit-A,cycle-acme-s01-truck-058-00001,loading,227.9,240.0,154435.28,85.5,True,True,1301.69,141671.77,False,False,False,89.4,24.3,[],1.0,,,,,,,,,,,
9df5e4b1-7a85-4402-a4e9-d94c01ee29d3,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-059,haul_truck,2026-09-01T11:59:56.780Z,1,-16.520122,-71.599045,82.2,0.3,Pit-A,cycle-acme-s01-truck-059-00001,loading,227.0,240.0,441705.88,62.5,True,True,14399.41,271797.38,False,False,False,90.0,24.8,[],1.0,,,,,,,,,,,
0dbf3eb3-0aef-4c73-8722-5b35e2d32a7c,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-060,haul_truck,2026-09-01T11:59:56.780Z,1,-16.653056,-71.54797,131.9,0.2,Pit-A,cycle-acme-s01-truck-060-00001,loading,223.1,240.0,433515.12,43.6,True,True,21372.49,132497.72,False,False,False,87.7,24.7,[],1.0,,,,,,,,,,,
35636639-e08c-4e3e-9791-3678190e5ad8,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-061,haul_truck,2026-09-01T11:59:56.780Z,1,-16.608769,-71.525246,17.5,0.1,Pit-A,cycle-acme-s01-truck-061-00001,loading,219.1,240.0,276731.91,60.8,True,True,16245.16,217616.71,False,False,False,91.3,25.2,[],1.0,,,,,,,,,,,
4b85b2af-8ab2-437e-b00b-5ac3eeaec7b3,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-062,haul_truck,2026-09-01T11:59:56.780Z,1,-16.584248,-71.502391,150.0,1.0,Pit-A,cycle-acme-s01-truck-062-00001,loading,216.2,240.0,10744.18,89.8,True,True,6200.12,466534.73,False,False,False,92.9,24.3,[],1.0,,,,,,,,,,,
0bf77a29-5221-4fa3-9bcc-dad29b37d6aa,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-063,haul_truck,2026-09-01T11:59:56.780Z,1,-16.564122,-71.564668,226.8,0.8,Pit-A,cycle-acme-s01-truck-063-00001,loading,217.8,240.0,170257.47,29.9,True,True,16529.34,442495.96,False,False,False,93.0,24.2,[],1.0,,,,,,,,,,,
9d5c2f26-1474-435e-86e9-8730f3fec281,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-064,haul_truck,2026-09-01T11:59:56.780Z,1,-16.620914,-71.552157,49.4,1.0,Pit-A,cycle-acme-s01-truck-064-00001,loading,219.2,240.0,326691.9,46.0,True,True,7455.01,554249.63,False,False,False,92.1,25.0,[],1.0,,,,,,,,,,,
f4922de9-8694-45cd-9b13-e4742e24c56a,1.0,acme-mining,site-01,fleet_telemetry,ACME-S01-TRUCK-065,haul_truck,2026-09-01T11:59:56.780Z,1,-16.519942,-71.509129,38.2,0.2,Pit-A,cycle-acme-s01-truck-065-00001,loading,217.4,240.0,66006.65,54.4,True,True,9330.89,206262.78,False,False,False,87.1,24.1,[],1.0,,,,,,,,,,,
